state,district,market,commodity,variety,min_price,max_price,modal_price
Madhya Pradesh,Dindori,Gorakhpur,Paddy(Dhan)(Common),Other,1300,1350,1325
Madhya Pradesh,Dindori,Gorakhpur,Soyabean,Local,3300,3400,3350
Madhya Pradesh,Jhabua,Thandla,Bhindi(Ladies Finger),Bhindi,1900,2100,2000
Madhya Pradesh,Jhabua,Thandla,Bitter gourd,Other,1300,1600,1450
Madhya Pradesh,Jhabua,Thandla,Bottle gourd,Bottle Gourd,1600,1800,1700
Madhya Pradesh,Jhabua,Thandla,Brinjal,Brinjal,1500,1700,1600
Madhya Pradesh,Jhabua,Thandla,Cabbage,Cabbage,1300,1500,1400
Madhya Pradesh,Jhabua,Thandla,Cauliflower,Cauliflower,1400,1600,1500
Madhya Pradesh,Jhabua,Thandla,Coriander(Leaves),Other,1500,1600,1550
Madhya Pradesh,Jhabua,Thandla,Cotton,DCH-32  (Ginned),5300,5600,5400
Madhya Pradesh,Jhabua,Thandla,Green Chilli,Other,2100,2300,2200
Madhya Pradesh,Jhabua,Thandla,Green Gram Dal (Moong Dal),Green Gram Dal,3650,3650,3650
Madhya Pradesh,Jhabua,Thandla,Methi(Leaves),Methi,1200,1400,1300
Madhya Pradesh,Jhabua,Thandla,Onion,Other,600,700,650
Madhya Pradesh,Jhabua,Thandla,Paddy(Dhan)(Common),1001,1300,1300,1300
Madhya Pradesh,Jhabua,Thandla,Spinach,Spinach,1200,1400,1300
Madhya Pradesh,Jhabua,Thandla,Tomato,Deshi,1500,1600,1550
Madhya Pradesh,Jhabua,Thandla,Wheat,147 Average,1900,1920,1915
Madhya Pradesh,Khandwa,Pandhana(F&V),Tomato,Deshi,1200,1400,1300
Madhya Pradesh,Narsinghpur,Gadarwada,Cabbage,Cabbage,700,800,750
Madhya Pradesh,Narsinghpur,Gadarwada,Coriander(Leaves),Coriander,300,500,400
Madhya Pradesh,Narsinghpur,Gadarwada,Green Chilli,Green Chilly,2000,2500,2250
Madhya Pradesh,Sheopur,Sheopurkalan,Mustard,Mustard,3160,3300,3250
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Carrot,Other,400,500,450
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Orange,Other,1000,1200,1100
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Potato,Other,700,800,750
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Tomato,Other,500,600,550
Maharashtra,Ahmednagar,Newasa(Ghodegaon),Onion,Red,200,600,400
Maharashtra,Ahmednagar,Rahata,Pomegranate,Other,250,7000,4000
Maharashtra,Buldhana,Deoulgaon Raja,Cotton,Desi,5100,5400,5300
Maharashtra,Jalgaon,Yawal,Banana,Other,490,965,910
Maharashtra,Jalgaon,Yawal,Bengal Gram(Gram)(Whole),Other,4000,4500,4220
Maharashtra,Jalgaon,Yawal,Cotton,Other,5150,5850,5200
Maharashtra,Jalgaon,Yawal,Maize,Yellow,1250,1630,1350
Maharashtra,Jalgaon,Yawal,Onion,Red,410,625,510
Maharashtra,Kolhapur,Kolhapur,Apple,Other,4000,11000,10000
Maharashtra,Kolhapur,Kolhapur,Brinjal,Other,600,3000,1800
Maharashtra,Kolhapur,Kolhapur,Cabbage,Other,800,1400,1100
Maharashtra,Kolhapur,Kolhapur,Cauliflower,Other,600,1500,1050
Maharashtra,Kolhapur,Kolhapur,Coriander(Leaves),Other,1400,3500,2450
Maharashtra,Kolhapur,Kolhapur,Green Chilli,Other,2700,6500,4600
Maharashtra,Kolhapur,Kolhapur,Lime,Other,750,6500,3625
Maharashtra,Kolhapur,Kolhapur,Mango,Hapus(Alphaso),1000,8000,4500
Maharashtra,Kolhapur,Kolhapur,Onion,Other,200,750,450
Maharashtra,Kolhapur,Kolhapur,Tomato,Other,500,2200,1350
Maharashtra,Kolhapur,Kolhapur(Malkapur),Brinjal,Other,150,380,250
Maharashtra,Kolhapur,Kolhapur(Malkapur),Cabbage,Other,100,350,200
Maharashtra,Kolhapur,Kolhapur(Malkapur),Cauliflower,Other,100,300,250
Maharashtra,Kolhapur,Kolhapur(Malkapur),Tomato,Other,100,300,200
Maharashtra,Nagpur,Savner,Arhar (Tur/Red Gram)(Whole),Other,4725,4945,4860
Maharashtra,Nagpur,Savner,Bengal Gram(Gram)(Whole),Other,3745,3745,3745
Maharashtra,Nagpur,Savner,Cotton,Other,5325,5325,5325
Maharashtra,Nagpur,Savner,Wheat,Other,1935,2040,2000
Maharashtra,Nanded,Bhokar,Arhar (Tur/Red Gram)(Whole),Other,3800,4751,4000
Maharashtra,Nanded,Bhokar,Bengal Gram(Gram)(Whole),Other,3500,3751,3651
Maharashtra,Nanded,Bhokar,Turmeric,Other,5200,5200,5200
Maharashtra,Nanded,Bhokar,Wheat,Other,1800,1950,1900
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,251,441,351
Maharashtra,Pune,Pune,Apple,Other,4000,14000,7800
Maharashtra,Pune,Pune,Beans,Other,3000,4000,3500
Maharashtra,Pune,Pune,Beetroot,Other,700,1400,1000
Maharashtra,Pune,Pune,Bhindi(Ladies Finger),Other,1000,4000,2500
Maharashtra,Pune,Pune,Bitter gourd,Other,3000,5000,4000
Maharashtra,Pune,Pune,Bottle gourd,Other,1000,2000,1500
Maharashtra,Pune,Pune,Brinjal,Other,1000,2000,1500
Maharashtra,Pune,Pune,Cabbage,Other,700,1000,800
Maharashtra,Pune,Pune,Carrot,Other,700,1200,1000
Maharashtra,Pune,Pune,Cauliflower,Other,600,1300,1000
Maharashtra,Pune,Pune,Chikoos(Sapota),Other,1000,2500,1500
Maharashtra,Pune,Pune,Chilly Capsicum,Other,2000,3500,2500
Maharashtra,Pune,Pune,Coriander(Leaves),Other,2,5,4
Maharashtra,Pune,Pune,Cucumbar(Kheera),Other,1000,3000,2000
Maharashtra,Pune,Pune,Drumstick,Other,2000,4000,3000
Maharashtra,Pune,Pune,Elephant Yam (Suran),Other,1200,1500,1300
Maharashtra,Pune,Pune,Garlic,Other,800,5000,2000
Maharashtra,Pune,Pune,Ginger(Dry),Other,3500,6750,4500
Maharashtra,Pune,Pune,Grapes,Other,1500,6000,3000
Maharashtra,Pune,Pune,Green Chilli,Other,3000,6500,3500
Maharashtra,Pune,Pune,Guar,Other,4000,6000,5000
Maharashtra,Pune,Pune,Guava,Other,2000,5000,3500
Maharashtra,Pune,Pune,Karbuja(Musk Melon),Other,1500,2500,1700
Maharashtra,Pune,Pune,Lime,Other,400,3000,1000
Maharashtra,Pune,Pune,Little gourd (Kundru),Other,1500,3000,2000
Maharashtra,Pune,Pune,Mint(Pudina),Other,2,3,2
Maharashtra,Pune,Pune,Onion,Local,200,550,300
Maharashtra,Pune,Pune,Onion Green,Other,3,6,5
Maharashtra,Pune,Pune,Orange,Other,1300,5800,2900
Maharashtra,Pune,Pune,Pear(Marasebu),Other,6000,12000,8000
Maharashtra,Pune,Pune,Peas Wet,Other,1600,2000,1800
Maharashtra,Pune,Pune,Pineapple,Other,1000,2000,1400
Maharashtra,Pune,Pune,Potato,Other,800,1350,1100
Maharashtra,Pune,Pune,Pumpkin,Other,800,2000,1500
Maharashtra,Pune,Pune,Raddish,Other,7,20,12
Maharashtra,Pune,Pune,Rajgir,Other,3,5,4
Maharashtra,Pune,Pune,Ridgeguard(Tori),Other,2500,4500,3000
Maharashtra,Pune,Pune,Snakeguard,Other,1500,2000,1700
Maharashtra,Pune,Pune,Spinach,Other,3,5,4
Maharashtra,Pune,Pune,Sweet Potato,Other,1000,2500,1500
Maharashtra,Pune,Pune,Sweet Pumpkin,Other,600,1800,1000
Maharashtra,Pune,Pune,Tender Coconut,Other,300,900,400
Maharashtra,Pune,Pune,Tomato,Local,700,1400,1000
Maharashtra,Pune,Pune,Water Melon,Other,300,1000,400
Maharashtra,Pune,Pune(Hadapsar),Bhindi(Ladies Finger),Other,4000,6000,5000
Maharashtra,Pune,Pune(Hadapsar),Bitter gourd,Other,4000,6000,5000
Maharashtra,Pune,Pune(Hadapsar),Bottle gourd,Other,1000,2000,1500
Maharashtra,Pune,Pune(Hadapsar),Brinjal,Other,1000,2500,1800
Maharashtra,Pune,Pune(Hadapsar),Cabbage,Other,600,1000,800
Maharashtra,Pune,Pune(Hadapsar),Cauliflower,Other,600,1200,1000
Maharashtra,Pune,Pune(Hadapsar),Coriander(Leaves),Other,2,4,3
Maharashtra,Pune,Pune(Hadapsar),Cucumbar(Kheera),Other,2000,4000,3000
Maharashtra,Pune,Pune(Hadapsar),Grapes,Other,3000,3000,3000
Maharashtra,Pune,Pune(Hadapsar),Guava,Other,4000,4700,4500
Maharashtra,Pune,Pune(Hadapsar),Leafy Vegetable,Other,1800,1800,1800
Maharashtra,Pune,Pune(Hadapsar),Methi(Leaves),Other,3,10,6
Maharashtra,Pune,Pune(Hadapsar),Mint(Pudina),Other,6,6,6
Maharashtra,Pune,Pune(Hadapsar),Onion,Local,200,600,300
Maharashtra,Pune,Pune(Hadapsar),Onion Green,Other,3,7,5
Maharashtra,Pune,Pune(Hadapsar),Peas Wet,Other,3000,5000,4000
Maharashtra,Pune,Pune(Hadapsar),Raddish,Other,3,12,8
Maharashtra,Pune,Pune(Hadapsar),Rajgir,Other,2,4,3
Maharashtra,Pune,Pune(Hadapsar),Ridgeguard(Tori),Other,5000,7000,6000
Maharashtra,Pune,Pune(Hadapsar),Spinach,Other,1,4,3
Maharashtra,Pune,Pune(Hadapsar),Tomato,Other,700,1800,1400
Maharashtra,Pune,Pune(Hadapsar),Water Melon,Other,700,900,800
Maharashtra,Pune,Pune(Khadiki),Carrot,Other,800,1000,900
Maharashtra,Pune,Pune(Khadiki),Cauliflower,Other,700,800,750
Maharashtra,Pune,Pune(Khadiki),Coriander(Leaves),Other,3,4,4
Maharashtra,Pune,Pune(Khadiki),Green Chilli,Other,1600,3200,2400
Maharashtra,Pune,Pune(Khadiki),Onion,Local,300,500,400
Maharashtra,Pune,Pune(Khadiki),Onion Green,Other,5,5,5
Maharashtra,Pune,Pune(Khadiki),Potato,Other,500,1200,850
Maharashtra,Pune,Pune(Khadiki),Raddish,Other,8,8,8
Maharashtra,Pune,Pune(Khadiki),Spinach,Other,3,5,4
Maharashtra,Pune,Pune(Khadiki),Tomato,Local,800,1200,1000
Maharashtra,Pune,Pune(Pimpri),Beans,Other,3000,4200,3600
Maharashtra,Pune,Pune(Pimpri),Beetroot,Other,1400,1400,1400
Maharashtra,Pune,Pune(Pimpri),Bottle gourd,Other,2000,2000,2000
Maharashtra,Pune,Pune(Pimpri),Brinjal,Other,2200,3000,2600
Maharashtra,Pune,Pune(Pimpri),Cabbage,Other,1500,1600,1550
Maharashtra,Pune,Pune(Pimpri),Cauliflower,Other,1200,1200,1200
Maharashtra,Pune,Pune(Pimpri),Coriander(Leaves),Other,3,4,4
Maharashtra,Pune,Pune(Pimpri),Drumstick,Other,5000,5000,5000
Maharashtra,Pune,Pune(Pimpri),Onion,Local,500,600,550
Maharashtra,Pune,Pune(Pimpri),Potato,Other,1000,1000,1000
Maharashtra,Pune,Pune(Pimpri),Raddish,Other,8,12,10
Maharashtra,Pune,Pune(Pimpri),Spinach,Other,8,9,9
Maharashtra,Pune,Pune(Pimpri),Tomato,Local,1200,1200,1200
Maharashtra,Satara,Karad,Apple,Simla,5400,8000,8000
Maharashtra,Satara,Karad,Banana,Other,600,1000,1000
Maharashtra,Satara,Karad,Beans,Other,2000,2500,2500
Maharashtra,Satara,Karad,Bhindi(Ladies Finger),Other,3500,4000,4000
Maharashtra,Satara,Karad,Bitter gourd,Other,3000,3700,3700
Maharashtra,Satara,Karad,Bottle gourd,Other,500,1000,1000
Maharashtra,Satara,Karad,Brinjal,Other,500,800,800
Maharashtra,Satara,Karad,Cabbage,Other,500,1000,1000
Maharashtra,Satara,Karad,Carrot,Other,500,1000,1000
Maharashtra,Satara,Karad,Cauliflower,Other,400,900,900
Maharashtra,Satara,Karad,Chikoos(Sapota),Other,2000,2500,2500
Maharashtra,Satara,Karad,Chilly Capsicum,Other,3000,3500,3500
Maharashtra,Satara,Karad,Coriander(Leaves),Other,1,2,2
Maharashtra,Satara,Karad,Cucumbar(Kheera),Other,1500,2000,2000
Maharashtra,Satara,Karad,Drumstick,Other,1600,2000,2000
Maharashtra,Satara,Karad,Garlic,Other,3000,3400,3400
Maharashtra,Satara,Karad,Ginger(Dry),Other,5000,6500,6500
Maharashtra,Satara,Karad,Grapes,Other,1500,2250,2250
Maharashtra,Satara,Karad,Green Chilli,Other,3500,4500,4500
Maharashtra,Satara,Karad,Guar,Other,4000,4600,4600
Maharashtra,Satara,Karad,Onion,Other,400,800,800
Maharashtra,Satara,Karad,Onion Green,Other,2,3,3
Maharashtra,Satara,Karad,Peas Wet,Other,2000,2600,2600
Maharashtra,Satara,Karad,Pomegranate,Other,2000,2500,2500
Maharashtra,Satara,Karad,Potato,Local,1000,1500,1500
Maharashtra,Satara,Karad,Ridgeguard(Tori),Other,3000,3800,3800
Maharashtra,Satara,Karad,Spinach,Other,1,2,2
Maharashtra,Satara,Karad,Sweet Potato,Hosur Red,1000,1800,1800
Maharashtra,Satara,Karad,Tomato,Other,600,1000,1000
Maharashtra,Satara,Karad,Water Melon,Other,600,700,700
Maharashtra,Sholapur,Akluj,Brinjal,Other,1500,2500,2000
Maharashtra,Sholapur,Akluj,Potato,Local,1200,1600,1400
Maharashtra,Sholapur,Mangal Wedha,Bhindi(Ladies Finger),Other,800,4300,2800
Maharashtra,Sholapur,Mangal Wedha,Bitter gourd,Other,3100,3100,3100
Maharashtra,Sholapur,Mangal Wedha,Brinjal,Other,600,2400,1300
Maharashtra,Sholapur,Mangal Wedha,Coriander(Leaves),Other,1,3,2
Maharashtra,Sholapur,Mangal Wedha,Cucumbar(Kheera),Other,400,3600,2000
Maharashtra,Sholapur,Mangal Wedha,Green Chilli,Other,3500,6600,5000
Maharashtra,Sholapur,Mangal Wedha,Onion,Other,100,700,500
Maharashtra,Sholapur,Mangal Wedha,Ridgeguard(Tori),Other,1000,5900,2900
Maharashtra,Sholapur,Mangal Wedha,Tomato,Other,300,1700,1000
Maharashtra,Sholapur,Pandharpur,Banana,Other,425,511,475
Manipur,Bishnupur,Bishenpur,Banana,Other,3300,4000,3500
Manipur,Bishnupur,Bishenpur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,0,9600,9600
Manipur,Bishnupur,Bishenpur,Cabbage,Cabbage,1100,1300,1300
Manipur,Bishnupur,Bishenpur,Cauliflower,Cauliflower,2300,2500,2500
Manipur,Bishnupur,Bishenpur,Ginger(Green),Green Ginger,4300,4500,4500
Manipur,Bishnupur,Bishenpur,Masur Dal,Masur Dal,7300,7350,7300
Manipur,Bishnupur,Bishenpur,Onion,Onion,2400,2500,2500
Manipur,Bishnupur,Bishenpur,Paddy(Dhan)(Common),Other,2250,2250,2250
Manipur,Bishnupur,Bishenpur,Potato,Other,800,1000,1000
Manipur,Bishnupur,Bishenpur,Rice,Other,3700,3700,3700
Manipur,Chandel,Moreh,Banana,Other,2800,3200,3000
Manipur,Chandel,Moreh,Cabbage,Other,800,1200,1000
Manipur,Chandel,Moreh,Cauliflower,Other,1800,2200,2000
Manipur,Chandel,Moreh,Dry Chillies,Other,13000,13500,13300
Manipur,Chandel,Moreh,Ginger(Green),Green Ginger,3300,3700,3500
Manipur,Chandel,Moreh,Masur Dal,Masur Dal,0,7400,7400
Manipur,Chandel,Moreh,Onion,Other,2300,2500,2500
Manipur,Chandel,Moreh,Potato,Other,1200,1600,1400
Manipur,Chandel,Moreh,Rice,Other,3500,3500,3500
Manipur,Imphal East,Lamlong Bazaar,Banana,Other,2800,3500,3500
Manipur,Imphal East,Lamlong Bazaar,Cabbage,Cabbage,1300,1500,1500
Manipur,Imphal East,Lamlong Bazaar,Cauliflower,Cauliflower,2300,2500,2500
Manipur,Imphal East,Lamlong Bazaar,Dry Chillies,Other,13000,15000,15000
Manipur,Imphal East,Lamlong Bazaar,Ginger(Green),Green Ginger,5300,5500,5500
Manipur,Imphal East,Lamlong Bazaar,Masur Dal,Masur Dal,0,8200,8200
Manipur,Imphal East,Lamlong Bazaar,Onion,Other,1300,2500,2500
Manipur,Imphal East,Lamlong Bazaar,Paddy(Dhan)(Common),Other,0,2500,2500
Manipur,Imphal East,Lamlong Bazaar,Potato,Other,800,1000,1000
Manipur,Imphal East,Lamlong Bazaar,Rice,Other,3900,4100,4100
Manipur,Imphal West,Imphal,Banana,Other,3300,3500,3500
Manipur,Imphal West,Imphal,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,0,8000,8000
Manipur,Imphal West,Imphal,Cabbage,Other,1300,1500,1500
Manipur,Imphal West,Imphal,Cauliflower,Other,1800,2000,2000
Manipur,Imphal West,Imphal,Dry Chillies,Other,14800,15000,15000
Manipur,Imphal West,Imphal,Ginger(Green),Green Ginger,2800,3000,3000
Manipur,Imphal West,Imphal,Masur Dal,Masur Dal,0,7000,7000
Manipur,Imphal West,Imphal,Onion,Other,2300,2700,2500
Manipur,Imphal West,Imphal,Paddy(Dhan)(Common),Other,1050,2250,2250
Manipur,Imphal West,Imphal,Potato,Other,1500,1500,1500
Manipur,Imphal West,Imphal,Rice,Other,3800,3800,3800
Manipur,Thoubal,Thoubal,Banana,Other,3000,4000,3500
Manipur,Thoubal,Thoubal,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,0,11000,11000
Manipur,Thoubal,Thoubal,Cabbage,Cabbage,700,1300,1000
Manipur,Thoubal,Thoubal,Cauliflower,Cauliflower,1700,2300,2000
Manipur,Thoubal,Thoubal,Dry Chillies,Other,13500,14500,14000
Manipur,Thoubal,Thoubal,Ginger(Green),Green Ginger,5000,5500,5500
Manipur,Thoubal,Thoubal,Masur Dal,Masur Dal,0,7500,7500
Manipur,Thoubal,Thoubal,Onion,Other,0,2000,2000
Manipur,Thoubal,Thoubal,Paddy(Dhan)(Common),Other,2375,2375,2375
Manipur,Thoubal,Thoubal,Potato,Other,800,1200,1000
Manipur,Thoubal,Thoubal,Rice,Other,3900,3900,3900
Manipur,Thoubal,Thoubal,Turmeric (raw),Turmeric (raw),0,2500,2500
Meghalaya,East Khasi Hills,Shillong,Arecanut(Betelnut/Supari),New Variety,9500,17000,13500
Meghalaya,East Khasi Hills,Shillong,Banana,Champa,3500,4500,4000
Meghalaya,East Khasi Hills,Shillong,Betal Leaves,Local,21000,30000,26500
Meghalaya,East Khasi Hills,Shillong,Ginger(Dry),Dry,6000,7000,6500
Meghalaya,East Khasi Hills,Shillong,Orange,Orange,3500,4500,4000
Meghalaya,East Khasi Hills,Shillong,Pumpkin,Pumpkin,1700,2000,1850
Nagaland,Mokokchung,Mangkolemba,Arecanut(Betelnut/Supari),api,1400,1700,1500
Nagaland,Mokokchung,Mangkolemba,Banana - Green,Banana - Green,4100,4400,4200
Nagaland,Mokokchung,Mangkolemba,Cabbage,Cabbage,2100,2400,2300
Nagaland,Mokokchung,Mangkolemba,Ginger(Green),Green Ginger,1600,1900,1700
Nagaland,Mokokchung,Mangkolemba,Leafy Vegetable,Leafy Vegetables,1600,1900,1700
Nagaland,Mokokchung,Mangkolemba,Turmeric (raw),Other,1500,1800,1700
Odisha,Angul,Angul,Brinjal,Other,400,600,500
Odisha,Angul,Angul(Jarapada),Brinjal,Other,400,600,500
Odisha,Angul,Pallahara,Potato,Other,700,900,800
Odisha,Balasore,Jaleswar,Brinjal,Other,1100,1300,1200
Odisha,Balasore,Jaleswar,Cabbage,Other,600,800,700
Odisha,Balasore,Jaleswar,Garlic,Other,5000,5200,5100
Odisha,Balasore,Jaleswar,Ginger(Dry),Other,7400,7600,7500
Odisha,Balasore,Jaleswar,Onion,Other,1000,1150,1100
Odisha,Balasore,Jaleswar,Tomato,Other,600,800,700
Odisha,Balasore,Nilagiri,Cabbage,Other,500,600,550
Odisha,Balasore,Nilagiri,Carrot,Other,1400,1500,1450
Odisha,Balasore,Nilagiri,Garlic,Other,2800,3000,2900
Odisha,Balasore,Nilagiri,Tomato,Other,550,650,600
Odisha,Bargarh,Godabhaga,Paddy(Dhan)(Common),Other,1750,1770,1750
Odisha,Dhenkanal,Hindol,Banana - Green,Other,2500,3000,2800
Odisha,Dhenkanal,Hindol,Beans,Other,2400,2600,2500
Odisha,Dhenkanal,Hindol,Bhindi(Ladies Finger),Bhindi,3500,4000,3800
Odisha,Dhenkanal,Hindol,Bitter gourd,Bitter Gourd,4000,4500,4200
Odisha,Dhenkanal,Hindol,Brinjal,Brinjal,800,1200,1000
Odisha,Dhenkanal,Hindol,Cucumbar(Kheera),Cucumbar,2200,2500,2400
Odisha,Dhenkanal,Hindol,Onion,Other,1200,1400,1300
Odisha,Dhenkanal,Hindol,Potato,Potato,800,1000,900
Odisha,Dhenkanal,Hindol,Pumpkin,Pumpkin,1200,1400,1300
Odisha,Dhenkanal,Hindol,Tomato,Tomato,700,1000,800
Odisha,Gajapati,Kasinagar,Banana,Banana - Ripe,2500,3000,3000
Odisha,Gajapati,Kasinagar,Bhindi(Ladies Finger),Other,2500,3000,3000
Odisha,Gajapati,Kasinagar,Brinjal,Other,800,1000,1000
Odisha,Gajapati,Kasinagar,Tomato,Other,1000,1200,1200
Odisha,Gajapati,Kasinagar,Water Melon,Other,2500,3000,3000
Odisha,Gajapati,Parlakhemundi,Banana,Other,2500,3000,3000
Odisha,Gajapati,Parlakhemundi,Coconut,Other,1400,1500,1500
Odisha,Ganjam,Bhanjanagar,Brinjal,Other,1400,1600,1500
Odisha,Ganjam,Bhanjanagar,Onion,Other,1300,1500,1400
Odisha,Ganjam,Bhanjanagar,Paddy(Dhan)(Common),Common,1750,1750,1750
Odisha,Ganjam,Digapahandi,Brinjal,Other,3000,3500,3200
Odisha,Ganjam,Digapahandi,Maize,Other,1300,1420,1350
Odisha,Jharsuguda,Jharsuguda,Onion,Other,1000,1400,1300
Odisha,Jharsuguda,Jharsuguda,Potato,Other,800,1000,900
Odisha,Mayurbhanja,Betnoti,Beans,Other,2500,3000,2800
Odisha,Mayurbhanja,Betnoti,Bitter gourd,Bitter Gourd,2500,3000,2800
Odisha,Mayurbhanja,Betnoti,Brinjal,Other,600,1000,700
Odisha,Mayurbhanja,Betnoti,Cabbage,Cabbage,500,700,600
Odisha,Mayurbhanja,Betnoti,Cauliflower,Cauliflower,1400,1600,1500
Odisha,Mayurbhanja,Betnoti,Cucumbar(Kheera),Cucumbar,3000,4000,3500
Odisha,Mayurbhanja,Betnoti,Leafy Vegetable,Other,1400,1600,1500
Odisha,Mayurbhanja,Betnoti,Onion,Other,1300,1500,1400
Odisha,Mayurbhanja,Betnoti,Potato,Potato,500,700,600
Odisha,Mayurbhanja,Betnoti,Rice,Sanna Bhatta,2000,2500,2200
Odisha,Mayurbhanja,Betnoti,Tomato,Tomato,700,1000,800
Odisha,Mayurbhanja,Saraskana,Bhindi(Ladies Finger),Bhindi,6000,7000,6500
Odisha,Mayurbhanja,Saraskana,Bitter gourd,Bitter Gourd,7000,8000,7500
Odisha,Mayurbhanja,Saraskana,Brinjal,Brinjal,1200,1500,1400
Odisha,Mayurbhanja,Saraskana,Cabbage,Cabbage,600,800,700
Odisha,Mayurbhanja,Saraskana,Cauliflower,Cauliflower,700,1000,800
Odisha,Mayurbhanja,Saraskana,Pumpkin,Pumpkin,1000,1200,1100
Odisha,Mayurbhanja,Saraskana,Tomato,Tomato,700,1000,800
Odisha,Nowarangpur,Nawarangpur,Broken Rice,Broken Rice,1200,1200,1200
Odisha,Nowarangpur,Nawarangpur,Gur(Jaggery),NO 2,2000,2000,2000
Odisha,Nowarangpur,Nawarangpur,Maize,Hybrid/Local,1400,1550,1400
Odisha,Sundergarh,Bonai,Banana - Green,Other,4000,4000,4000
Odisha,Sundergarh,Bonai,Bhindi(Ladies Finger),Other,4000,4000,4000
Odisha,Sundergarh,Bonai,Black Gram (Urd Beans)(Whole),Local,5600,9000,9000
Odisha,Sundergarh,Bonai,Black Gram (Urd Beans)(Whole),Other,5600,9000,9000
Odisha,Sundergarh,Bonai,Brinjal,Other,2000,2000,2000
Odisha,Sundergarh,Bonai,Cabbage,Other,1000,1000,1000
Odisha,Sundergarh,Bonai,Capsicum,Other,4000,4000,4000
Odisha,Sundergarh,Bonai,Carrot,Other,1000,2000,1000
Odisha,Sundergarh,Bonai,Cauliflower,Other,1000,1000,1000
Odisha,Sundergarh,Bonai,Cucumbar(Kheera),Other,4000,4000,4000
Odisha,Sundergarh,Bonai,French Beans (Frasbean),Other,4000,4000,4000
Odisha,Sundergarh,Bonai,Onion,Onion,1500,1500,1500
Odisha,Sundergarh,Bonai,Onion,Other,1500,1500,1500
Odisha,Sundergarh,Bonai,Orange,Other,8000,8000,8000
Odisha,Sundergarh,Bonai,Orange,Other,8000,8000,8000
Odisha,Sundergarh,Bonai,Orange,Other,8000,8000,8000
Odisha,Sundergarh,Bonai,Paddy(Dhan)(Common),Other,1750,1790,1790
Odisha,Sundergarh,Bonai,Potato,Other,1000,1000,1000
Odisha,Sundergarh,Bonai,Rice,Other,3000,3000,3000
Odisha,Sundergarh,Bonai,Sugar,Other,4000,4000,4000
Odisha,Sundergarh,Bonai,Tomato,Other,1000,1500,1000
Odisha,Sundergarh,Bonai,Wheat,Other,1735,3000,3000
Odisha,Sundergarh,Bonai,Wheat Atta,Wheat Atta,3500,3500,3500
Odisha,Sundergarh,Panposh,Brinjal,Other,400,700,600
Odisha,Sundergarh,Panposh,Cabbage,Other,600,900,800
Odisha,Sundergarh,Panposh,Cauliflower,Other,700,1000,900
Odisha,Sundergarh,Panposh,Tomato,Other,600,1000,900
Pondicherry,Karaikal,Karaikal,Copra,Copra,9000,9000,9000
Pondicherry,Karaikal,Karaikal,Paddy(Dhan)(Common),B P T,1833,1833,1833
Pondicherry,Karaikal,Karaikal,Paddy(Dhan)(Common),Fine,1583,1750,1667
Pondicherry,Karaikal,Karaikal,Paddy(Dhan)(Common),Other,1583,1583,1583
Pondicherry,Karaikal,Karaikal,Paddy(Dhan)(Common),Pommani,1583,1583,1583
Pondicherry,Karaikal,Karaikal,Paddy(Dhan)(Common),White Ponni,1833,1833,1833
Pondicherry,Karaikal,Karaikal,"Sesamum(Sesame,Gingelly,Til)",Sesame,10000,10000,10000
Punjab,Amritsar,Chogawan,Carrot,Carrot,700,900,800
Punjab,Amritsar,Chogawan,Cauliflower,Cauliflower,800,1000,900
Punjab,Amritsar,Chogawan,Peas cod,Peas cod,700,900,800
Punjab,Amritsar,Mehta,Carrot,Carrot,700,820,800
Punjab,Barnala,Dhanaula,Carrot,Carrot,400,550,500
Punjab,Barnala,Dhanaula,Cauliflower,Cauliflower,450,650,500
Punjab,Barnala,Dhanaula,Peas Wet,Peas Wet,1400,1600,1500
Punjab,Barnala,Dhanaula,Raddish,Raddish,200,350,300
Punjab,Bhatinda,Bhucho,Onion,Other,1400,1600,1500
Punjab,Bhatinda,Bhucho,Potato,Other,400,500,450
Punjab,Gurdaspur,Dera Baba Nanak,Cauliflower,Other,600,800,700
Punjab,Gurdaspur,Dera Baba Nanak,Peas cod,Other,900,1100,1000
Punjab,Gurdaspur,Dera Baba Nanak,Turnip,Other,600,800,700
Punjab,Gurdaspur,Dhariwal,Brinjal,Brinjal,600,800,700
Punjab,Gurdaspur,Dhariwal,Carrot,Carrot,600,700,650
Punjab,Gurdaspur,Dhariwal,Cauliflower,Cauliflower,500,700,580
Punjab,Gurdaspur,Dhariwal,Onion,Other,700,1000,850
Punjab,Gurdaspur,Dhariwal,Peas Wet,Peas Wet,500,800,700
Punjab,Gurdaspur,Dhariwal,Potato,Other,300,450,370
Punjab,Gurdaspur,Dhariwal,Raddish,Raddish,300,500,420
Punjab,Gurdaspur,Kalanaur,Brinjal,Other,1400,1550,1450
Punjab,Gurdaspur,Kalanaur,Capsicum,Capsicum,1900,2150,2050
